	level_0	Unnamed: 0	index	sentence	label
2365	2624	2624	2923	How many Americans have HIV ?	5
2366	2625	2625	2924	Where do I find information for foreclosure properties on the Internet ?	4
2367	2626	2626	2925	Who is the Antichrist ?	3
2368	2627	2627	2926	What was the first English play written exclusively for children ?	2
2369	2628	2628	2927	Which Latin American country is the largest ?	4
2370	2629	2629	2928	What was the former residence of Scottish kings in Edinburgh ?	4
2371	2630	2630	2929	How many teats does a female goat sport ?	5
2372	2631	2631	2930	How tall is kilamanjaro ?	5
2373	2632	2632	2931	Who was the lawyer who represented Randy Steven Craft ?	3
2374	2633	2633	2932	What country buys 25 percent of the world 's tea exports ?	4
2375	2634	2634	2933	What country is the origin of the band the Creeps ?	4
2376	2635	2635	2934	What did the crocodile swallow in Peter Pan ?	2
2377	2636	2636	2935	What is the origin of the word `` mushroom '' ?	1
2378	2637	2637	2936	Which of the following celebrities was not born in Philadelphia ?	3
2379	2638	2638	2937	What is the number of American soldiers deployed to South Korea ?	5
2380	2639	2639	2938	Where is the biggest bell ?	4
2381	2640	2640	2939	What is the brand name of the chemical daminozide ?	2
2382	2641	2641	2940	How do microwaves work ?	1
2383	2642	2642	2941	What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?	2
2384	2643	2643	2942	What is the estimated total U.S. whitetail deer population ?	5
2385	2644	2644	2943	Who wrote the Farmer 's Almanac ?	3
2386	2645	2645	2944	What animal received royal assent as an emblem of Canada on March 24 , 1975 ?	2
2387	2646	2646	2945	What number is at 12 o 'clock on a dartboard ?	5
2388	2647	2647	2947	What is the recommended daily requirement for folic acid for pregnant women ?	1
2389	2648	2648	2948	What film dramatized the Scopes monkey trial ?	2
2390	2650	2650	2950	What country offered Albert Einstein its presidency in 1952 ?	4
2391	2651	2651	2951	What is the HIGHEST Roman numeral ?	1
2392	2652	2652	2952	What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?	2
2393	2653	2653	2954	How is digital audio used ?	1
2394	2654	2654	2956	Who was Quetzalcoatl ?	3
2395	2655	2655	2957	What operating system do IBM-compatible machines use ?	2
2396	2656	2656	2958	What French leader sold Louisiana to the United States ?	3
2397	2658	2658	2960	How many miles of veins are in the circulatory system ?	5
2398	2659	2659	2961	What famed river flows through Bagdad ?	4
2399	2660	2660	2962	How is bubble wrap made ?	1
2400	2661	2661	2963	What is Java ?	1
2401	2662	2662	2964	Who is the prime minister of Japan ?	3
2402	2663	2663	2965	What player squats an average of 3 times during a baseball doubleheader ?	3
2403	2664	2664	2966	What 's the most common name in nursery rhymes ?	3
2404	2665	2665	2967	How many `` No '' answers was the What 's My Line ? panel allowed ?	5
2405	2666	2666	2968	What is the fine for having a dog on a beach ?	5
2406	2667	2667	2969	Who wrote the book , `` Song of Solomon '' ?	3
2407	2668	2668	2970	Where can one find information on religion and health , the brain and nutrition ?	4
2408	2669	2669	2971	Name the Ranger who was always after Yogi Bear .	3
2409	2670	2670	2972	What TV show did John Sebastian sing the theme for ?	2
2410	2671	2671	2974	Who holds the career record for the most major league home runs ?	3
2411	2672	2672	2975	Which of the following actors worked in New York 's Yiddish Theater ?	3
2412	2673	2673	2976	Who invented the stethoscope ?	3
2413	2674	2674	2977	What is a mathematical factor ?	1
2414	2675	2675	2978	How many four star generals were there and who are they ?	5
2415	2676	2676	2979	When did Nixon die ?	5
2416	2677	2677	2980	What was originally defined as one 1-millionth of the distance from the equator to the Pole ?	2
2417	2678	2678	2981	What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?	3
2418	2679	2679	2982	How many members are in the California congressional delegation ?	5
2419	2680	2680	2983	What erupts every hour at Yellowstone National Park ?	4
2420	2681	2681	2984	What country contains the highest point in South America ?	4
2421	2682	2682	2985	What are Arnold Palmer 's fans called ?	3
2422	2683	2683	2987	What constellation represents a hunter with club and shield ?	4
2423	2684	2684	2988	Who developed potlatch ?	3
2424	2685	2685	2989	How long did Shea and Gould practice law in Los Angeles ?	5
2425	2686	2686	2990	What 's a perfect score in a gymnastics exercise ?	5
2426	2687	2687	2991	What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?	3
2427	2688	2688	2992	What made Jane Goodall famous ?	1
2428	2689	2689	2993	At what age did Rossini stop writing opera ?	5
2429	2690	2690	2994	What Russian seaport has a name meaning `` Lord of the East '' ?	4
2430	2691	2691	2995	Name the two actress daughters of John Mills .	3
2431	2692	2692	2996	How old was Gene Siskel ?	5
2432	2693	2693	2997	What can be done about snoring ?	1
2433	2694	2694	2999	Who is the actress Bette Davis once said she wished she looked like ?	3
2434	2696	2696	3001	What does a chiropodist treat ?	2
2435	2697	2697	3002	What is porphyria ?	1
2436	2698	2698	3003	What gate opened on East and West Berlin ?	4
2437	2699	2699	3004	Who was the first king of England ?	3
2438	2700	2700	3005	What made the Finger Lakes in western New York state ?	1
2439	2701	2701	3006	In what movie is the number nine found in the title ?	2
2440	2702	2702	3007	How many calories are there in soy sauce ?	5
2441	2703	2703	3008	Who killed Kurt Cobain ?	3
2442	2704	2704	3009	Who created the monster in Mary Shelley 's novel Frankenstein ?	3
2443	2705	2705	3010	What 's the farthest planet from the sun ?	4
2444	2706	2706	3011	Why does the sun shine only a short time in Alaska ?	1
2445	2707	2707	3012	What chemical in red wine is good for the heart and what exactly does it do to your body ?	2
2446	2708	2708	3013	How does blood clot ?	1
2447	2709	2709	3014	How big is our galaxy in diameter ?	5
2448	2710	2710	3015	What product `` doubles your pleasure , doubles your fun '' ?	2
2449	2711	2711	3016	When is a woman most fertile ?	5
2450	2712	2712	3017	What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?	3
2451	2713	2713	3018	Who was the first man to return to space ?	3
2452	2715	2715	3020	Who gave Abbie Hoffman his first dose of LSD ?	3
2453	2716	2716	3021	What effect does friction have on perpetual motion ?	1
2454	2717	2717	3023	What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?	3
2455	2718	2718	3024	Who shot Billy the Kid ?	3
2456	2719	2719	3025	What is he doing now ?	1
2457	2720	2720	3026	What Mormon leader was said to have had 27 wives ?	3
2458	2721	2721	3027	What video format was an alternative to VHS ?	2
2459	2722	2722	3028	Where did the term `` 69 '' come from ?	1
2460	2724	2724	3032	Where is Melbourne ?	4
2461	2725	2725	3033	With whom did Bush compare Saddam Hussein ?	3
2462	2726	2726	3034	What country was Mikhail Gorbachev the leader of ?	4
2463	2727	2727	3037	What is the largest county in size in Massachusetts ?	4
2464	2728	2728	3038	What is the name of the brilliant British economist behind its creation ?	3
2465	2729	2729	3039	Who played Sally Rogers on The Dick Van Dyke Show ?	3
2466	2730	2730	3040	What is it like to experience a near death episode ?	1
2467	2731	2731	3041	What mythical figure carries an hourglass and a scythe ?	3
2468	2732	2732	3042	How much is a Canadian 1967 twenty dollar gold coin worth ?	5
2469	2733	2733	3043	Why didn 't European colonial rule spread until after the first and second industrial revolutions ?	1
2470	2734	2734	3044	What natural attractions draw the most visitors in the United States ?	4
2471	2735	2735	3045	What presidential administration challenged Americans to explore The New Frontier ?	3
2472	2736	2736	3046	How many years did Sleeping Beauty sleep ?	5
2473	2737	2737	3047	How long does it take for your body to restore blood after you donate your blood ?	5
2474	2738	2738	3049	Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?	2
2475	2739	2739	3050	What is literary criticism ?	1
2476	2740	2740	3051	How do you throw a housewarming party ?	1
2477	2741	2741	3053	What river runs through Liverpool ?	4
2478	2742	2742	3054	What famous British actor lost his voice after an operation in 1966 ?	3
2479	2743	2743	3055	What does the term 3 mean to a newspaper editor ?	1
2480	2744	2744	3056	What company makes impulse hardening equipment ?	3
2481	2745	2745	3057	What country was Kim Philby really working for ?	4
2482	2746	2746	3059	What country was Hitler the chancellor of ?	4
2483	2748	2748	3061	How many years make up a lustrum ?	5
2484	2749	2749	3062	What are close encounters of the first and second kind ?	2
2485	2750	2750	3063	Who is the mathematician that won the Noble Prize for Literature in 1950 ?	3
2486	2751	2751	3064	Which glamorous actress is a close friend of Dick Tracy ?	3
2487	2752	2752	3065	What 1956 Grace Metalious novel was on the best-seller list for two years ?	2
2488	2753	2753	3066	Name the three races unleashed by the Celestials in Marvel comics .	3
2489	2754	2754	3067	How old is the Italian artist Maurizio Pellegrin ?	5
2490	2755	2755	3068	What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?	3
2491	2756	2756	3069	What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?	1
2492	2757	2757	3070	What North American city would you visit to see Cleopatra 's Needle ?	4
2493	2758	2758	3071	When was the NFL established ?	5
2494	2761	2761	3074	What U.S. state has the lowest highest elevation at 6 feet ?	4
2495	2762	2762	3075	What are the residents of the island of Lesbos called ?	3
2496	2764	2764	3078	What baseball great plugged Mr. Coffee ?	3
2497	2765	2765	3079	What international amateur sports spectacle was first telecast in 1956 ?	2
2498	2766	2766	3080	What is the origin of the word `` amen '' ?	1
2499	2767	2767	3081	Who 's baby was Sweet Pea on the Popeye cartoon ?	3
2500	2768	2768	3082	Where is Mile High Stadium ?	4
2501	2769	2769	3083	What were Baffin , Frobisher and Franklin looking for ?	2
2502	2770	2770	3084	What is limbo ?	1
2503	2771	2771	3085	What city contains the district of Hell 's Kitchen ?	4
2504	2772	2772	3088	What English physician was born on January 18 , 1779 and went on to create two important inventions ?	3
2505	2773	2773	3089	Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?	3
2506	2774	2774	3090	How fast must a spacecraft travel to escape Earth 's gravity ?	5
2507	2775	2775	3091	What apostle is Taylor Caldwell 's Great Lion of God ?	3
2508	2777	2777	3094	What element , from the Periodic Table , is a gas or a solid , but never a liquid ?	2
2509	2778	2778	3095	What is a tonne ?	1
2510	2779	2779	3096	Which one of the Great Lakes is entirely within U.S. territory ?	4
2511	2781	2781	3098	What company sells the most greeting cards ?	3
2512	2782	2782	3099	What U.S. state has sagebrush as its state flower ?	4
2513	2783	2783	3100	What is the Bernoulli Principle ?	1
2514	2784	2784	3101	What 's comic strip photographer Peter Parker 's secret identity ?	3
2515	2785	2785	3102	What is difference between a poster and a print ?	1
2516	2786	2786	3103	In which sport is there a `` scrum '' ?	2
2517	2787	2787	3105	What nationality is Pope John Paul II ?	4
2518	2788	2788	3106	What is false consciousness ?	1
2519	2789	2789	3107	How did the Great Depression affect Japan 's history ?	1
2520	2790	2790	3108	Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?	2
2521	2791	2791	3109	Where are some great educational resources for parents and teachers ?	4
2522	2792	2792	3110	How many Israeli athletes were killed at the Munich Olympics ?	5
2523	2793	2793	3111	What is the Scotch `` for people who know the difference '' ?	2
2524	2794	2794	3113	What New York City landmark has 168 steps to its crown ?	4
2525	2795	2795	3114	Where is the Bulls basketball team based ?	4
2526	2796	2796	3115	What is the recomended age to switch a child from a crib to a bed ?	5
2527	2797	2797	3116	Which Rockefeller was sometimes called `` JDR3 '' ?	3
2528	2798	2798	3117	When is the Sun closest to the Earth ?	5
2529	2799	2799	3118	What are some chemical properties of mendelevium ?	1
2530	2800	2800	3119	What is the average hours per months spent online by AOL users ?	5
2531	2802	2802	3121	What is the origin of the word `` sideburns '' ?	1
2532	2803	2803	3122	The trials resulting from World War II are known as what ?	2
2533	2804	2804	3123	What started in 1849 when gold was discovered at Sutter 's Mill ?	2
2534	2806	2806	3125	Who was Shakespeare 's Moorish general ?	3
2535	2807	2807	3126	What 's the second-highest mountain in the world ?	4
2536	2808	2808	3127	What country was Erich Honecker the leader of ?	4
2537	2809	2809	3128	How does salt melt ice and snow ?	1
2538	2810	2810	3130	What does laser stand for ?	1
2539	2811	2811	3131	Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?	3
2540	2812	2812	3132	Where did Wile E. Coyote always get his devices ?	4
2541	2814	2814	3135	What is mandibulofacial dysostosis ?	1
2542	2815	2815	3136	What was the reason for the partition of the Anglican and Vatican churches ?	1
2543	2816	2816	3137	What is Butterfield 8 in Butterfield 8 ?	1
2544	2817	2817	3138	Who famously rode to warn the people of Massachusetts that the British were coming ?	3
2545	2818	2818	3139	What is DTMF ?	0
2546	2819	2819	3140	Name a movie that the actress , Sandra Bullock , had a role in .	2
2547	2820	2820	3141	What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?	2
2548	2821	2821	3142	Who commanded the French forces at the Battle of Orleans ?	3
2549	2822	2822	3143	Where can an individual get a contact lens tested that burned the entire surface of eye when new ?	4
2550	2824	2824	3146	When did Amtrak begin operations ?	5
2551	2825	2825	3148	How many chemical elements are there ?	5
2552	2828	2828	3151	Who led the opposition when Konrad Adenauer was Chancellor in Germany ?	3
2553	2829	2829	3152	What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?	5
