	og_sentence	label	aug_sentence
2181	What film was based on the play Everybody Comes to Rick 's ?	2	"Which film was adapted from the play titled ""Everybody Comes to Rick's""?"
2182	Why do we call someone `` honey '' ?	1	"What is the reason behind the usage of the term ""honey"" to refer to someone?"
2183	What television network flogged its sports programming on Inga Nielsen 's body in 197 ?	3	Which television network utilized Inga Nielsen's body to promote its sports programming in 197?
2184	In what country is Lund ?	4	In which country is the city of Lund located?
2185	What 's the sequel to Alice 's Adventures in Wonderland ?	2	"What is the title of the sequel to ""Alice's Adventures in Wonderland""?"
2186	What is the capital of Seattle ?	4	What is the capital city of the state of Washington?
2187	What Italian leader had a lifelong fear of the evil eye ?	3	Which Italian leader had a persistent fear of the evil eye throughout their life?
2188	What city in Florida is Sea World in ?	4	In which city in Florida can Sea World be found?
2189	Who said : `` What contemptible scoundrel stole the cork from my lunch ? ''	3	"Who uttered the following statement: ""What contemptible scoundrel stole the cork from my lunch?"""
2190	What 's a water funnel ?	1	Can you explain the concept of a water funnel?
2191	What is a fear of worms ?	2	How would you define the fear or phobia specifically related to worms?
2192	What is a Chinese `` spouting '' bowl ?	1	"What is the significance of a Chinese ""spouting"" bowl?"
2193	What does an emperor do ?	1	What are the typical duties and responsibilities of an emperor?
2194	What president kissed the Queen Mother on the lips ?	3	Which president engaged in a controversial act by kissing the Queen Mother on the lips?
2195	Where does the tennis star Stefan Edberg come from ?	4	Which country does the tennis star Stefan Edberg originate from?
2196	What was Al Capone finally imprisoned for , in 1931 ?	1	For what offense was Al Capone ultimately convicted and imprisoned in 1931?
2197	What food can I use to catch a possum ?	2	What type of food can be used to effectively capture a possum?
2198	What was Al Capone 's nickname ?	3	What nickname was Al Capone commonly known by?
2199	What is the largest city in Germany ?	4	Which city is considered the largest in Germany by population?
2200	What is a fear of cholera ?	2	How would you define the fear or phobia specifically related to cholera?
2201	What New England state carries the telephone area code 27 ?	4	Which state in New England utilizes the telephone area code 27?
2202	What is an example of a natural acid-base indicator ?	2	Can you provide an example of a naturally occurring acid-base indicator?
2203	In what county is Eckley Colorado ?	4	In which county is Eckley, Colorado situated?
2204	How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?	5	What is the cost of having a tree planted by calling the number 900-740-TREE?
2205	What is the song Stairway to Heaven by Led Zeppelin about ?	1	"What is the subject or theme of the song ""Stairway to Heaven"" by Led Zeppelin?"
2206	How does hair curl ?	1	What causes hair to curl or become wavy?
2207	What are pushed and coupled in hump yards ?	2	In hump yards, what objects or components are pushed and connected together?
2208	How long do hermit crabs live ?	5	What is the average lifespan of hermit crabs?
2209	What city hosted the first Winter Olympics in Asia ?	4	Which city served as the host for the inaugural Winter Olympics held in Asia?
2210	What is the origin of the first name ` Breony ' ?	1	"What is the historical background or origin of the given first name, ""Breony""?"
2211	Who is behind the name of the Harvey Wallbanger drink ?	3	Who is credited with naming the Harvey Wallbanger cocktail?
2212	What soft drink not only has its own video game , but was featured in its own Marvel comic book ?	2	Which soft drink not only has its own video game but also had its own Marvel comic book?
2213	What does A&W of root beer fame stand for ?	0	What does the abbreviation A&amp;W, associated with root beer, represent or stand for?
2214	What tennis term is said to come from the French word for egg ?	2	"Which tennis term is believed to have originated from the French word for ""egg""?"
2215	What does a collier mine ?	2	What minerals or resources are typically extracted from a collier mine?
2216	How much money can a person be fined for having a dog on a beach ?	5	What is the potential fine amount for individuals found with a dog on a beach?
2217	What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?	4	Which desert country shares borders with Saudi Arabia, Iraq, and the Persian Gulf?
2218	What are the ages in comic book lingo ?	2	In the context of comic books, what terms are used to indicate different age categories?
2219	What kinds of animals are in Cambodia ?	2	What types of animals can be found in Cambodia?
2220	What South African producer had a 1988 profit of $836 million ?	3	Which South African producer recorded a profit of $836 million in 1988?
2221	What American actress was the first to be called a `` vamp '' ?	3	"Who was the first American actress to be referred to as a ""vamp""?"
2222	What do the 12 days of Christmas mean ?	1	What is the significance or meaning behind the celebration of the 12 days of Christmas?
2223	What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?	2	Which John Steinbeck novel depicts the Joad family, forced to leave Oklahoma due to the Dust Bowl?
2224	What date did man first land on the moon ?	5	On what date did mankind achieve its first landing on the moon?
2225	How many web servers are there ?	5	Do you know the estimated number of web servers in existence?
2226	What 's the last line of Dickens 's A Christmas Carol ?	1	Can you provide the closing line from Charles Dickens' A Christmas Carol?
2227	How many trees go into paper making in a year ?	5	How many trees are typically utilized in the process of papermaking within a year?
2228	Where can I find info on research being done on oilseeds thru genetics ?	4	Where can I find information regarding ongoing genetic research on oilseeds?
2229	For what reason did the Shea & Gould law firm close their L.A. office ?	1	What was the reason behind the closure of Shea &amp; Gould law firm's Los Angeles office?
2230	What is the difference between a bottle and a jar ?	1	How would you differentiate between a bottle and a jar?
2231	What disease is the second-biggest killer of North Americans ?	2	Which disease ranks as the second leading cause of death among North Americans?
2232	Where did the Mayan Indians live ?	4	In which region did the Mayan Indians reside?
2233	Where was Poe born ?	4	What is the birthplace of Edgar Allan Poe?
2234	What is a fear of crystals or glass ?	2	What is the term used to describe the fear or phobia related to crystals or glass?
2235	Name a product that controls the ripening of apples .	2	Can you provide the name of a product that regulates the ripening process of apples?
2236	How many warmup pitches does a reliever get coming into a baseball game ?	5	What is the customary number of warm-up pitches granted to a relief pitcher entering a baseball game?
2237	Where did Dylan Thomas die ?	4	Where did Dylan Thomas pass away?
2238	What common livestock have the greatest variety of breeds ?	2	Among common livestock, which animals display the greatest diversity in terms of breeds?
