	og_sentence	label	aug_sentence
4020	maggie smith as the ya-ya member with the o2-tank will absolutely crack you up with her crass , then gasp for gas , verbal deportment .	1	Maggie Smith's portrayal of the Ya-Ya member with the oxygen tank will undoubtedly make you laugh with her crude and shocking remarks, followed by gasping for breath due to her outspoken manner.
4021	brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .	1	This film is filled with passion: a love for language, eccentric and accident-prone characters, and the extraordinary things that keep people going in this chaotic life.
4022	borrows from other movies like it in the most ordinary and obvious fashion .	0	It takes ordinary and obvious inspiration from other similar movies.
4023	appropriately cynical social commentary aside , # 9 never quite ignites .	0	Despite its appropriate cynical social commentary, #9 fails to fully ignite.
4024	the story alone could force you to scratch a hole in your head .	0	The story alone is perplexing and mind-boggling.
4025	this u-boat does n't have a captain .	0	This U-boat lacks a leader.
4026	spectacular in every sense of the word , even if you don ' t know an orc from a uruk-hai .	1	It is an awe-inspiring spectacle in every possible way, even if you're unfamiliar with the terminology like orcs and uruk-hai.
4027	a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man lost in its midst .	1	It presents a different and emotionally restrained type of survival story—a film that focuses less on encompassing all of World War II through one man's perspective and more on that individual getting lost in the chaos of the war.
4028	you will likely prefer to keep on watching .	1	You will likely want to keep watching without hesitation.
4029	a film that 's flawed and brilliant in equal measure .	1	It's a film that possesses both flaws and brilliance in equal measure.
4030	it 's leaden and predictable , and laughs are lacking .	0	It's dull and expected, lacking any humorous moments.
4031	the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . ''	0	"The film adaptation of ""The Importance of Being Earnest"" appears to have omitted a substantial portion of the play's sharp and witty dialogue."
4032	it 's a lovely , eerie film that casts an odd , rapt spell .	1	It's a beautiful and unsettling movie that creates a peculiar and captivating atmosphere.
4033	one fantastic -lrb- and educational -rrb- documentary .	1	An outstanding documentary that is both fantastic and educational.
4034	the word that comes to mind , while watching eric rohmer 's tribute to a courageous scottish lady , is painterly .	1	"While watching Eric Rohmer's homage to a brave Scottish woman, the term ""painterly"" comes to mind."
4035	a funny and touching film that is gorgeously acted by a british cast to rival gosford park 's .	1	"This amusing and heartfelt film features a British cast that delivers exceptional performances, rivaling those in ""Gosford Park."""
4036	he allows his cast members to make creative contributions to the story and dialogue .	1	The director allows the cast members to contribute creatively to the story and dialogue.
4037	an incoherent jumble of a film that 's rarely as entertaining as it could have been .	0	A confusing and disorganized film that fails to be as entertaining as it had the potential to be.
4038	cho continues her exploration of the outer limits of raunch with considerable brio .	1	Cho fearlessly pushes the boundaries of explicit content with great energy and enthusiasm.
4039	instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story 's emotional thrust .	0	Instead of a sweeping narrative, Kapur presents a disjointed series of episodes, undermining the emotional impact of the story.
4040	i love the robust middle of this picture .	1	I adore the strong center of this image.
4041	for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment has n't escaped the rut dug by the last one .	0	The latest Star Wars film remains trapped in the same uninspiring pattern as its predecessor, failing to captivate those who value storytelling over computer-generated effects.
4042	it 's a diverting enough hour-and-a-half for the family audience .	1	It provides an enjoyable ninety-minute experience for families.
4043	intriguing and downright intoxicating .	1	It's captivating and incredibly alluring.
4044	a sharp satire of desperation and cinematic deception .	1	This movie cleverly satirizes desperation and the deceptive nature of the film industry.
4045	i still like moonlight mile , better judgment be damned .	1	Against my better judgment, I still prefer Moonlight Mile.
